,brand,model,year,price,currency,pay_per_month,kilometers_driven,transmission_type
441,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_Z_2.5,2014,375900,บาท,6234 บาท /เดือน,79799,เกียร์ธรรมดา
442,Mitsubishi,TRITON_DOUBLE_CAB_PLUS_GLS_2.4,2018,420900,บาท,6981 บาท /เดือน,102176,เกียร์ธรรมดา
443,Ford,EVEREST_TITANIUM+_4WD_2.0,2018,836900,บาท,13880 บาท /เดือน,124540,Automatic
444,Honda,CR-V_SE_2.0,2016,558900,บาท,9269 บาท /เดือน,87523,Automatic
445,Ford,EVEREST_TITANIUM+_4WD_3.2,2016,650900,บาท,10795 บาท /เดือน,152192,Automatic
446,Nissan,MARCH_E_1.2,2018,242900,บาท,4028 บาท /เดือน,66276,Automatic
447,Mitsubishi,ATTRAGE_GLS_LIMITED_EDITION_1.2,2018,282900,บาท,4692 บาท /เดือน,51828,Automatic
448,Toyota,COROLLA_ALTIS_G_1.6,2018,498900,บาท,8274 บาท /เดือน,148028,Automatic
449,Honda,BR-V_SV_1.5,2017,376900,บาท,6251 บาท /เดือน,136824,Automatic
450,MG,ZS_X_1.5,2018,318900,บาท,5289 บาท /เดือน,146691,Automatic
451,Toyota,SIENTA_G_1.5,2017,375900,บาท,6234 บาท /เดือน,152003,Automatic
452,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_Z_(VGS)_2.5,2015,403900,บาท,6699 บาท /เดือน,85674,เกียร์ธรรมดา
453,MG,MG3_X_1.5,2017,210900,บาท,3498 บาท /เดือน,137865,Automatic
454,Toyota,VIOS_E_1.5,2018,403900,บาท,6699 บาท /เดือน,116615,Automatic
455,MG,HS_X_SUNROOF_1.5,2019,523900,บาท,8689 บาท /เดือน,89617,Automatic
456,MG,ZS_X_1.5,2018,318900,บาท,5289 บาท /เดือน,92486,Automatic
457,Ford,ECOSPORT_TITANIUM_1.5,2014,227900,บาท,3780 บาท /เดือน,169345,Automatic
458,Toyota,HILUX_REVO_DOUBLE_CAB_G_PRERUNNER_ROCCO_2.8,2019,674900,บาท,11193 บาท /เดือน,76714,Automatic
459,Subaru,XV_I_2.0,2014,322900,บาท,5355 บาท /เดือน,176986,Automatic
460,Mitsubishi,TRITON_MEGA_CAB_PLUS_GLS_2.4,2018,360900,บาท,5986 บาท /เดือน,124183,เกียร์ธรรมดา
461,Ford,EVEREST_TITANIUM+_(2WD)_2.0,2019,824900,บาท,13681 บาท /เดือน,102650,Automatic
462,Honda,ACCORD_EL_2.0,2013,403900,บาท,6699 บาท /เดือน,173038,Automatic
463,MG,MG3_X_1.5,2016,201900,บาท,3349 บาท /เดือน,123054,Automatic
464,MG,HS_X_SUNROOF_1.5,2020,538900,บาท,8938 บาท /เดือน,80034,Automatic
465,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_Z_(VGS)_2.5,2015,448900,บาท,7445 บาท /เดือน,112037,Automatic
466,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_Z_1.9,2016,374900,บาท,6218 บาท /เดือน,125463,เกียร์ธรรมดา
467,Ford,ECOSPORT_TITANIUM_1.5,2014,275900,บาท,4576 บาท /เดือน,140838,Automatic
468,Mitsubishi,ATTRAGE_GLS_LIMITED_EDITION_1.2,2013,238900,บาท,3962 บาท /เดือน,174522,Automatic
469,MG,HS_X_SUNROOF_1.5,2019,634900,บาท,10530 บาท /เดือน,45156,Automatic
470,Ford,RANGER_DOUBLE_CAB_HI-RIDER_XLT_2.2,2017,384900,บาท,6384 บาท /เดือน,139571,เกียร์ธรรมดา
471,Ford,ECOSPORT_TREND_1.5,2016,227900,บาท,3780 บาท /เดือน,150129,Automatic
472,Mitsubishi,TRITON_DOUBLE_CAB_PLUS_GT_2.4,2019,597900,บาท,9916 บาท /เดือน,92393,Automatic
473,Toyota,CAMRY_G_2.0,2016,607900,บาท,10082 บาท /เดือน,156835,Automatic
474,Toyota,COROLLA_ALTIS_G_1.6,2017,358900,บาท,5952 บาท /เดือน,172434,Automatic
475,Toyota,CAMRY_G_2.0,2018,681900,บาท,11309 บาท /เดือน,74285,Automatic
476,Ford,RANGER_DOUBLE_CAB_TURBO_LIMITED_HI-RIDER_2.0,2018,497900,บาท,8258 บาท /เดือน,108701,Automatic
477,Isuzu,D-MAX_DOUBLE_CAB_V-CROSS_Z-PRESTIGE_(4WD)_3.0,2017,540900,บาท,8971 บาท /เดือน,104253,Automatic
478,Mitsubishi,TRITON_MEGA_CAB_GLX_PLUS_2.4,2019,435900,บาท,7229 บาท /เดือน,107764,เกียร์ธรรมดา
479,Mazda,3_S_SPORTS_2.0,2015,411900,บาท,6831 บาท /เดือน,132211,Automatic
480,Subaru,FORESTER_I-S_2.0,2019,713900,บาท,11840 บาท /เดือน,38118,Automatic
481,Subaru,FORESTER_I-S_ES_(EYE-SIGHT)_2.0,2020,856900,บาท,14212 บาท /เดือน,18671,Automatic
482,Honda,BR-V_SV_1.5,2016,440900,บาท,7312 บาท /เดือน,96787,Automatic
483,Mazda,CX-5_XDL_(4WD)_2.2,2018,696900,บาท,11558 บาท /เดือน,103285,Automatic
484,Mitsubishi,TRITON_MEGA_CAB_PLUS_GLS_2.5,2013,252900,บาท,4194 บาท /เดือน,128866,เกียร์ธรรมดา
485,MG,MG3_D_1.5,2018,202900,บาท,3365 บาท /เดือน,74998,Automatic
486,MG,ZS_X_1.5,2019,450900,บาท,7478 บาท /เดือน,66625,Automatic
487,Isuzu,D-MAX_CAB_HI-LANDER_4_DOOR_DDI_Z-PRESTIGE_1.9,2016,444900,บาท,7379 บาท /เดือน,142817,Automatic
488,Nissan,NOTE_VL_1.2,2017,343900,บาท,5704 บาท /เดือน,41018,Automatic
489,Mitsubishi,TRITON_DOUBLE_CAB_PLUS_GLS_MIVEC_2.4,2019,583900,บาท,9684 บาท /เดือน,60844,เกียร์ธรรมดา
490,Toyota,VIOS_G_1.5,2013,326900,บาท,5422 บาท /เดือน,76253,Automatic
491,Honda,BR-V_SV_1.5,2016,440900,บาท,7312 บาท /เดือน,133373,Automatic
492,Nissan,JUKE_V_1.6,2014,330900,บาท,5488 บาท /เดือน,54026,Automatic
493,Honda,ACCORD_TURBO_EL_1.5,2019,1009900,บาท,16749 บาท /เดือน,31275,Automatic
494,Honda,JAZZ_S_1.5,2019,444900,บาท,7379 บาท /เดือน,77509,เกียร์ธรรมดา
495,Nissan,ALMERA_E_SPORTECH_1.2,2019,344900,บาท,5720 บาท /เดือน,31715,Automatic
496,MG,ZS_X_1.5,2018,444900,บาท,7379 บาท /เดือน,72651,Automatic
497,MG,MG3_D_1.5,2017,235900,บาท,3912 บาท /เดือน,159830,Automatic
498,Ford,RANGER_DOUBLE_CAB_HI-RIDER_XLT_2.2,2017,485900,บาท,8059 บาท /เดือน,108972,เกียร์ธรรมดา
499,Mitsubishi,TRITON_DOUBLE_CAB_PLUS_GLS_LIMITED_EDITION_2.4,2016,477900,บาท,7926 บาท /เดือน,111782,เกียร์ธรรมดา
